group,returned
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
spring,0
